trial_id,family_id,variant_name,variant_order_source,slot_A_profile,slot_B_profile,source_origin,source_split,source_trial_id,source_config_id,source_labelA,P_E,P_A,P_S,P_D,Q_E,Q_A,Q_S,Q_D,order_id_A,order_A,order_id_B,order_B,source_order_id_A,source_order_A,source_order_id_B,source_order_B,source_paraphrase_id,paraphrase_id,seed,variant_delta_E,variant_delta_A,variant_delta_S,variant_delta_D,source_delta_E,source_delta_A,source_delta_S,source_delta_D,delta_base_E,delta_base_A,delta_base_S,delta_base_D,labelA
train_0213__q_at_ob_vs_p_at_ob,train_0213,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00727,B3-0260,A,Medium,Medium,High,Medium,Medium,High,Low,High,1,S>E>A>D,1,S>E>A>D,2,A>D>E>S,1,S>E>A>D,0,0,1067545925,0,1,-2,1,0,-1,2,-1,0,1,-2,1,B
train_0214__p_at_oa_vs_q_at_oa,train_0214,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00730,B3-0261,B,Medium,Medium,Low,Medium,Medium,Medium,Medium,Low,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,1,S>E>A>D,1,0,979594039,0,0,-1,1,0,0,1,-1,0,0,-1,1,A
train_0214__q_at_oa_vs_p_at_oa,train_0214,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00730,B3-0261,B,Medium,Medium,Low,Medium,Medium,Medium,Medium,Low,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,1,S>E>A>D,1,0,979594039,0,0,1,-1,0,0,1,-1,0,0,1,-1,B
train_0214__p_at_ob_vs_q_at_ob,train_0214,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00730,B3-0261,B,Medium,Medium,Low,Medium,Medium,Medium,Medium,Low,1,S>E>A>D,1,S>E>A>D,0,E>S>D>A,1,S>E>A>D,1,0,979594039,0,0,-1,1,0,0,1,-1,0,0,-1,1,A
train_0214__q_at_ob_vs_p_at_ob,train_0214,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00730,B3-0261,B,Medium,Medium,Low,Medium,Medium,Medium,Medium,Low,1,S>E>A>D,1,S>E>A>D,0,E>S>D>A,1,S>E>A>D,1,0,979594039,0,0,1,-1,0,0,1,-1,0,0,1,-1,B
train_0215__p_at_oa_vs_q_at_oa,train_0215,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00736,B3-0264,B,Low,Medium,High,Low,Low,High,Medium,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,1,0,3349504162,0,-1,1,0,0,1,-1,0,0,-1,1,0,A
train_0215__q_at_oa_vs_p_at_oa,train_0215,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00736,B3-0264,B,Low,Medium,High,Low,Low,High,Medium,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,1,0,3349504162,0,1,-1,0,0,1,-1,0,0,1,-1,0,B
train_0215__p_at_ob_vs_q_at_ob,train_0215,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00736,B3-0264,B,Low,Medium,High,Low,Low,High,Medium,Low,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,3,D>A>S>E,1,0,3349504162,0,-1,1,0,0,1,-1,0,0,-1,1,0,A
train_0215__q_at_ob_vs_p_at_ob,train_0215,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00736,B3-0264,B,Low,Medium,High,Low,Low,High,Medium,Low,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,3,D>A>S>E,1,0,3349504162,0,1,-1,0,0,1,-1,0,0,1,-1,0,B
train_0216__p_at_oa_vs_q_at_oa,train_0216,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00738,B3-0265,B,Low,High,Low,High,High,Medium,High,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,0,0,2462380393,-2,1,-2,1,2,-1,2,-1,-2,1,-2,1,A
train_0216__q_at_oa_vs_p_at_oa,train_0216,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00738,B3-0265,B,Low,High,Low,High,High,Medium,High,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,3,D>A>S>E,0,0,2462380393,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,B
train_0216__p_at_ob_vs_q_at_ob,train_0216,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00738,B3-0265,B,Low,High,Low,High,High,Medium,High,Medium,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,3,D>A>S>E,0,0,2462380393,-2,1,-2,1,2,-1,2,-1,-2,1,-2,1,A
train_0216__q_at_ob_vs_p_at_ob,train_0216,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00738,B3-0265,B,Low,High,Low,High,High,Medium,High,Medium,3,D>A>S>E,3,D>A>S>E,2,A>D>E>S,3,D>A>S>E,0,0,2462380393,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,B
train_0217__p_at_oa_vs_q_at_oa,train_0217,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00740,B3-0266,B,Low,Low,High,High,Medium,Medium,High,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,E>S>D>A,0,0,3151570232,-1,-1,0,1,1,1,0,-1,-1,-1,0,1,A
train_0217__q_at_oa_vs_p_at_oa,train_0217,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00740,B3-0266,B,Low,Low,High,High,Medium,Medium,High,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,E>S>D>A,0,0,3151570232,1,1,0,-1,1,1,0,-1,1,1,0,-1,B
train_0217__p_at_ob_vs_q_at_ob,train_0217,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00740,B3-0266,B,Low,Low,High,High,Medium,Medium,High,Medium,0,E>S>D>A,0,E>S>D>A,3,D>A>S>E,0,E>S>D>A,0,0,3151570232,-1,-1,0,1,1,1,0,-1,-1,-1,0,1,A
train_0217__q_at_ob_vs_p_at_ob,train_0217,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00740,B3-0266,B,Low,Low,High,High,Medium,Medium,High,Medium,0,E>S>D>A,0,E>S>D>A,3,D>A>S>E,0,E>S>D>A,0,0,3151570232,1,1,0,-1,1,1,0,-1,1,1,0,-1,B
train_0218__p_at_oa_vs_q_at_oa,train_0218,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00742,B3-0267,B,Low,High,Low,High,High,Medium,Low,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,2,0,1797490437,-2,1,0,2,2,-1,0,-2,-2,1,0,2,A
train_0218__q_at_oa_vs_p_at_oa,train_0218,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00742,B3-0267,B,Low,High,Low,High,High,Medium,Low,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,2,0,1797490437,2,-1,0,-2,2,-1,0,-2,2,-1,0,-2,B
train_0218__p_at_ob_vs_q_at_ob,train_0218,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00742,B3-0267,B,Low,High,Low,High,High,Medium,Low,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,2,0,1797490437,-2,1,0,2,2,-1,0,-2,-2,1,0,2,A
train_0218__q_at_ob_vs_p_at_ob,train_0218,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00742,B3-0267,B,Low,High,Low,High,High,Medium,Low,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,2,0,1797490437,2,-1,0,-2,2,-1,0,-2,2,-1,0,-2,B
train_0219__p_at_oa_vs_q_at_oa,train_0219,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00745,B3-0269,A,Low,Low,High,High,Medium,Medium,Medium,Medium,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,1,0,2298028590,-1,-1,1,1,-1,-1,1,1,-1,-1,1,1,A
train_0219__q_at_oa_vs_p_at_oa,train_0219,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00745,B3-0269,A,Low,Low,High,High,Medium,Medium,Medium,Medium,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,1,0,2298028590,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,B
train_0219__p_at_ob_vs_q_at_ob,train_0219,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00745,B3-0269,A,Low,Low,High,High,Medium,Medium,Medium,Medium,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,1,0,2298028590,-1,-1,1,1,-1,-1,1,1,-1,-1,1,1,A
train_0219__q_at_ob_vs_p_at_ob,train_0219,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00745,B3-0269,A,Low,Low,High,High,Medium,Medium,Medium,Medium,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,1,0,2298028590,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,B
train_0220__p_at_oa_vs_q_at_oa,train_0220,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00746,B3-0269,B,Low,Low,High,High,Medium,Medium,Medium,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,0,0,337797407,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,A
train_0220__q_at_oa_vs_p_at_oa,train_0220,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00746,B3-0269,B,Low,Low,High,High,Medium,Medium,Medium,Medium,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,3,D>A>S>E,0,0,337797407,1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,B
train_0220__p_at_ob_vs_q_at_ob,train_0220,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00746,B3-0269,B,Low,Low,High,High,Medium,Medium,Medium,Medium,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,3,D>A>S>E,0,0,337797407,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,A
train_0220__q_at_ob_vs_p_at_ob,train_0220,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00746,B3-0269,B,Low,Low,High,High,Medium,Medium,Medium,Medium,3,D>A>S>E,3,D>A>S>E,1,S>E>A>D,3,D>A>S>E,0,0,337797407,1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,B
train_0221__p_at_oa_vs_q_at_oa,train_0221,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00747,B3-0270,A,Medium,Low,Low,High,High,Low,Medium,Medium,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,1,0,1843982975,-1,0,-1,1,-1,0,-1,1,-1,0,-1,1,A
train_0221__q_at_oa_vs_p_at_oa,train_0221,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00747,B3-0270,A,Medium,Low,Low,High,High,Low,Medium,Medium,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,1,0,1843982975,1,0,1,-1,-1,0,-1,1,1,0,1,-1,B
train_0221__p_at_ob_vs_q_at_ob,train_0221,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00747,B3-0270,A,Medium,Low,Low,High,High,Low,Medium,Medium,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,A>D>E>S,1,0,1843982975,-1,0,-1,1,-1,0,-1,1,-1,0,-1,1,A
train_0221__q_at_ob_vs_p_at_ob,train_0221,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00747,B3-0270,A,Medium,Low,Low,High,High,Low,Medium,Medium,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,A>D>E>S,1,0,1843982975,1,0,1,-1,-1,0,-1,1,1,0,1,-1,B
train_0222__p_at_oa_vs_q_at_oa,train_0222,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00748,B3-0270,B,Medium,Low,Low,High,High,Low,Medium,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,0,237742658,-1,0,-1,1,1,0,1,-1,-1,0,-1,1,A
train_0222__q_at_oa_vs_p_at_oa,train_0222,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00748,B3-0270,B,Medium,Low,Low,High,High,Low,Medium,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,0,237742658,1,0,1,-1,1,0,1,-1,1,0,1,-1,B
train_0222__p_at_ob_vs_q_at_ob,train_0222,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00748,B3-0270,B,Medium,Low,Low,High,High,Low,Medium,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,0,237742658,-1,0,-1,1,1,0,1,-1,-1,0,-1,1,A
train_0222__q_at_ob_vs_p_at_ob,train_0222,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00748,B3-0270,B,Medium,Low,Low,High,High,Low,Medium,Medium,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,2,0,237742658,1,0,1,-1,1,0,1,-1,1,0,1,-1,B
train_0223__p_at_oa_vs_q_at_oa,train_0223,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00751,B3-0272,A,Medium,Low,Low,High,High,High,Low,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,E>S>D>A,0,0,4190939660,-1,-2,0,2,-1,-2,0,2,-1,-2,0,2,A
train_0223__q_at_oa_vs_p_at_oa,train_0223,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00751,B3-0272,A,Medium,Low,Low,High,High,High,Low,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,0,E>S>D>A,0,0,4190939660,1,2,0,-2,-1,-2,0,2,1,2,0,-2,B
train_0223__p_at_ob_vs_q_at_ob,train_0223,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00751,B3-0272,A,Medium,Low,Low,High,High,High,Low,Low,0,E>S>D>A,0,E>S>D>A,1,S>E>A>D,0,E>S>D>A,0,0,4190939660,-1,-2,0,2,-1,-2,0,2,-1,-2,0,2,A
train_0223__q_at_ob_vs_p_at_ob,train_0223,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00751,B3-0272,A,Medium,Low,Low,High,High,High,Low,Low,0,E>S>D>A,0,E>S>D>A,1,S>E>A>D,0,E>S>D>A,0,0,4190939660,1,2,0,-2,-1,-2,0,2,1,2,0,-2,B
train_0224__p_at_oa_vs_q_at_oa,train_0224,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00752,B3-0272,B,Medium,Low,Low,High,High,High,Low,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,1,S>E>A>D,1,0,4279956896,-1,-2,0,2,1,2,0,-2,-1,-2,0,2,A
train_0224__q_at_oa_vs_p_at_oa,train_0224,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00752,B3-0272,B,Medium,Low,Low,High,High,High,Low,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,1,S>E>A>D,1,0,4279956896,1,2,0,-2,1,2,0,-2,1,2,0,-2,B
train_0224__p_at_ob_vs_q_at_ob,train_0224,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00752,B3-0272,B,Medium,Low,Low,High,High,High,Low,Low,1,S>E>A>D,1,S>E>A>D,2,A>D>E>S,1,S>E>A>D,1,0,4279956896,-1,-2,0,2,1,2,0,-2,-1,-2,0,2,A
train_0224__q_at_ob_vs_p_at_ob,train_0224,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00752,B3-0272,B,Medium,Low,Low,High,High,High,Low,Low,1,S>E>A>D,1,S>E>A>D,2,A>D>E>S,1,S>E>A>D,1,0,4279956896,1,2,0,-2,1,2,0,-2,1,2,0,-2,B
train_0225__p_at_oa_vs_q_at_oa,train_0225,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00755,B3-0274,A,Medium,High,Medium,Medium,Medium,High,High,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,1,0,2566000366,0,0,-1,1,0,0,-1,1,0,0,-1,1,A
train_0225__q_at_oa_vs_p_at_oa,train_0225,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00755,B3-0274,A,Medium,High,Medium,Medium,Medium,High,High,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,1,0,2566000366,0,0,1,-1,0,0,-1,1,0,0,1,-1,B
train_0225__p_at_ob_vs_q_at_ob,train_0225,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00755,B3-0274,A,Medium,High,Medium,Medium,Medium,High,High,Low,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,1,0,2566000366,0,0,-1,1,0,0,-1,1,0,0,-1,1,A
train_0225__q_at_ob_vs_p_at_ob,train_0225,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00755,B3-0274,A,Medium,High,Medium,Medium,Medium,High,High,Low,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,1,0,2566000366,0,0,1,-1,0,0,-1,1,0,0,1,-1,B
train_0226__p_at_oa_vs_q_at_oa,train_0226,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00756,B3-0274,B,Medium,High,Medium,Medium,Medium,High,High,Low,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,0,110936430,0,0,-1,1,0,0,1,-1,0,0,-1,1,A
train_0226__q_at_oa_vs_p_at_oa,train_0226,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00756,B3-0274,B,Medium,High,Medium,Medium,Medium,High,High,Low,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,0,110936430,0,0,1,-1,0,0,1,-1,0,0,1,-1,B
train_0226__p_at_ob_vs_q_at_ob,train_0226,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00756,B3-0274,B,Medium,High,Medium,Medium,Medium,High,High,Low,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,A>D>E>S,0,0,110936430,0,0,-1,1,0,0,1,-1,0,0,-1,1,A
train_0226__q_at_ob_vs_p_at_ob,train_0226,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00756,B3-0274,B,Medium,High,Medium,Medium,Medium,High,High,Low,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,A>D>E>S,0,0,110936430,0,0,1,-1,0,0,1,-1,0,0,1,-1,B
train_0227__p_at_oa_vs_q_at_oa,train_0227,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00760,B3-0276,B,Low,Medium,Medium,Low,Medium,Low,Medium,High,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,1084395611,-1,1,0,-2,1,-1,0,2,-1,1,0,-2,A
train_0227__q_at_oa_vs_p_at_oa,train_0227,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00760,B3-0276,B,Low,Medium,Medium,Low,Medium,Low,Medium,High,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,1084395611,1,-1,0,2,1,-1,0,2,1,-1,0,2,B
train_0227__p_at_ob_vs_q_at_ob,train_0227,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00760,B3-0276,B,Low,Medium,Medium,Low,Medium,Low,Medium,High,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,1084395611,-1,1,0,-2,1,-1,0,2,-1,1,0,-2,A
train_0227__q_at_ob_vs_p_at_ob,train_0227,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00760,B3-0276,B,Low,Medium,Medium,Low,Medium,Low,Medium,High,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,0,0,1084395611,1,-1,0,2,1,-1,0,2,1,-1,0,2,B
train_0228__p_at_oa_vs_q_at_oa,train_0228,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00762,B3-0277,B,Low,Medium,Medium,Medium,Medium,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,0,114303250,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,A
train_0228__q_at_oa_vs_p_at_oa,train_0228,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00762,B3-0277,B,Low,Medium,Medium,Medium,Medium,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,0,114303250,1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,B
train_0228__p_at_ob_vs_q_at_ob,train_0228,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00762,B3-0277,B,Low,Medium,Medium,Medium,Medium,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,0,114303250,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,A
train_0228__q_at_ob_vs_p_at_ob,train_0228,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00762,B3-0277,B,Low,Medium,Medium,Medium,Medium,High,Low,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,1,0,114303250,1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,B
train_0229__p_at_oa_vs_q_at_oa,train_0229,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00765,B3-0279,A,Medium,Medium,Low,Medium,High,Low,Medium,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,0,2584620700,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,A
train_0229__q_at_oa_vs_p_at_oa,train_0229,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00765,B3-0279,A,Medium,Medium,Low,Medium,High,Low,Medium,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,0,2584620700,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,B
train_0229__p_at_ob_vs_q_at_ob,train_0229,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00765,B3-0279,A,Medium,Medium,Low,Medium,High,Low,Medium,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,0,2584620700,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,A
train_0229__q_at_ob_vs_p_at_ob,train_0229,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00765,B3-0279,A,Medium,Medium,Low,Medium,High,Low,Medium,Low,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,S>E>A>D,1,0,2584620700,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,B
train_0230__p_at_oa_vs_q_at_oa,train_0230,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00766,B3-0279,B,Medium,Medium,Low,Medium,High,Low,Medium,Low,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,3,D>A>S>E,1,0,3198785854,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,A
train_0230__q_at_oa_vs_p_at_oa,train_0230,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00766,B3-0279,B,Medium,Medium,Low,Medium,High,Low,Medium,Low,0,E>S>D>A,0,E>S>D>A,0,E>S>D>A,3,D>A>S>E,1,0,3198785854,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,B
train_0230__p_at_ob_vs_q_at_ob,train_0230,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00766,B3-0279,B,Medium,Medium,Low,Medium,High,Low,Medium,Low,3,D>A>S>E,3,D>A>S>E,0,E>S>D>A,3,D>A>S>E,1,0,3198785854,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,A
train_0230__q_at_ob_vs_p_at_ob,train_0230,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00766,B3-0279,B,Medium,Medium,Low,Medium,High,Low,Medium,Low,3,D>A>S>E,3,D>A>S>E,0,E>S>D>A,3,D>A>S>E,1,0,3198785854,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,B
train_0231__p_at_oa_vs_q_at_oa,train_0231,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00767,B3-0280,A,Low,Low,Medium,Medium,Medium,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,0,4226619796,-1,-1,1,0,-1,-1,1,0,-1,-1,1,0,A
train_0231__q_at_oa_vs_p_at_oa,train_0231,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00767,B3-0280,A,Low,Low,Medium,Medium,Medium,Medium,Low,Medium,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,0,E>S>D>A,2,0,4226619796,1,1,-1,0,-1,-1,1,0,1,1,-1,0,B
train_0231__p_at_ob_vs_q_at_ob,train_0231,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00767,B3-0280,A,Low,Low,Medium,Medium,Medium,Medium,Low,Medium,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,2,0,4226619796,-1,-1,1,0,-1,-1,1,0,-1,-1,1,0,A
train_0231__q_at_ob_vs_p_at_ob,train_0231,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00767,B3-0280,A,Low,Low,Medium,Medium,Medium,Medium,Low,Medium,0,E>S>D>A,0,E>S>D>A,2,A>D>E>S,0,E>S>D>A,2,0,4226619796,1,1,-1,0,-1,-1,1,0,1,1,-1,0,B
train_0232__p_at_oa_vs_q_at_oa,train_0232,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00769,B3-0281,A,Low,Medium,Medium,High,Medium,Low,High,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,0,689153060,-1,1,-1,2,-1,1,-1,2,-1,1,-1,2,A
train_0232__q_at_oa_vs_p_at_oa,train_0232,q_at_oa_vs_p_at_oa,oA,Q,P,stage43,train,T-00769,B3-0281,A,Low,Medium,Medium,High,Medium,Low,High,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,0,689153060,1,-1,1,-2,-1,1,-1,2,1,-1,1,-2,B
train_0232__p_at_ob_vs_q_at_ob,train_0232,p_at_ob_vs_q_at_ob,oB,P,Q,stage43,train,T-00769,B3-0281,A,Low,Medium,Medium,High,Medium,Low,High,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,0,689153060,-1,1,-1,2,-1,1,-1,2,-1,1,-1,2,A
train_0232__q_at_ob_vs_p_at_ob,train_0232,q_at_ob_vs_p_at_ob,oB,Q,P,stage43,train,T-00769,B3-0281,A,Low,Medium,Medium,High,Medium,Low,High,Low,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,3,D>A>S>E,0,0,689153060,1,-1,1,-2,-1,1,-1,2,1,-1,1,-2,B
train_0233__p_at_oa_vs_q_at_oa,train_0233,p_at_oa_vs_q_at_oa,oA,P,Q,stage43,train,T-00772,B3-0282,B,Medium,High,High,Low,High,High,Low,Low,2,A>D>E>S,2,A>D>E>S,2,A>D>E>S,1,S>E>A>D,1,0,716063799,-1,0,2,0,1,0,-2,0,-1,0,2,0,A
